Date,Year,Month,Quarter,Industry,Growth_Rate,Market_Size_Billions,Consumer_Confidence,Competitive_Intensity
2023-11-30 01:53:31.641042,2023,11,4,Technology,0.04235087718981259,291.03150987000106,84.55693945108806,4.096576245592611
2023-11-30 01:53:31.641042,2023,11,4,Healthcare,0.029527887515661207,292.01204519183443,87.23840263436702,6.391870168082277
2023-11-30 01:53:31.641042,2023,11,4,Finance,0.0241755317413748,240.37818001604367,71.24505773776714,5.1261939542000725
2023-11-30 01:53:31.641042,2023,11,4,Manufacturing,0.017235485465126137,255.09369294685777,84.83610714123941,6.495561964360688
2023-12-31 01:53:31.641042,2023,12,4,Retail,0.03742077564099449,94.57557270599568,80.64635559577769,7.318121949952581
2023-12-31 01:53:31.641042,2023,12,4,Technology,0.05397634055989378,463.31267280293923,84.46884492086743,7.184071509301752
2023-12-31 01:53:31.641042,2023,12,4,Healthcare,0.02799931581844061,358.72199146830957,70.61819480265797,3.4136996080195097
2023-12-31 01:53:31.641042,2023,12,4,Finance,0.020268414562606037,305.8213383295039,89.04211831992579,4.098838720214897
2023-12-31 01:53:31.641042,2023,12,4,Manufacturing,0.0014554023786414287,445.33143519790696,70.42363794060203,5.58928273506308
2024-01-31 01:53:31.641042,2024,1,1,Retail,0.0018273724296399146,96.03610748954111,82.26688370452666,5.8233906533359505
2024-01-31 01:53:31.641042,2024,1,1,Technology,0.045751407153553775,201.6346777838391,67.85555012278775,4.791896992834862
2024-01-31 01:53:31.641042,2024,1,1,Healthcare,0.03340021593373502,401.62830278651444,61.04077194770251,5.67255820332646
2024-01-31 01:53:31.641042,2024,1,1,Finance,0.012081816307799387,348.48806219504183,76.29210931830085,5.011372888276448
2024-01-31 01:53:31.641042,2024,1,1,Manufacturing,0.0007842181513353207,115.4841954065873,72.03273338318496,8.554889453243431
2024-02-29 01:53:31.641042,2024,2,1,Retail,0.011729506595684317,465.1749364292712,74.5051673282699,6.588595943973329
2024-02-29 01:53:31.641042,2024,2,1,Technology,0.05679705040945712,81.71027057459153,88.6302207667892,5.252773038742159
2024-02-29 01:53:31.641042,2024,2,1,Healthcare,0.03631366388873296,439.7645528347548,67.50590841389972,4.065056472295428
2024-02-29 01:53:31.641042,2024,2,1,Finance,0.024206071847096895,166.33501404521738,63.300727724834985,6.909351461853851
2024-02-29 01:53:31.641042,2024,2,1,Manufacturing,0.015030345084452492,349.6121680377071,62.439741417757546,3.140754148457252
2024-03-31 01:53:31.641042,2024,3,1,Retail,0.015055569831700604,483.3930194702899,82.80140955299305,5.29532914023122
2024-03-31 01:53:31.641042,2024,3,1,Technology,0.05686879028597358,74.07053748202036,87.2064232549662,3.816689902630456
2024-03-31 01:53:31.641042,2024,3,1,Healthcare,0.03471468115259284,448.66135093389397,87.96461230569467,7.379331825897842
2024-03-31 01:53:31.641042,2024,3,1,Finance,0.028272861857545017,58.09785023595748,75.11040117722092,6.52025789990294
2024-03-31 01:53:31.641042,2024,3,1,Manufacturing,0.00502402013544945,350.7872470137254,84.83945623669253,8.465754778716757
2024-04-30 01:53:31.641042,2024,4,2,Retail,0.027163971055711958,58.760876031199565,60.06557468206405,7.952502959447838
2024-04-30 01:53:31.641042,2024,4,2,Technology,0.05411011989011106,153.61876580505168,72.17672953563134,5.2408427066555685
2024-04-30 01:53:31.641042,2024,4,2,Healthcare,0.03184496652951546,222.04521151360572,72.60417299196976,3.7236051505585332
2024-04-30 01:53:31.641042,2024,4,2,Finance,0.028889008633775075,402.4248891996927,85.98224013730172,6.78734035524241
2024-04-30 01:53:31.641042,2024,4,2,Manufacturing,0.01282655364837684,231.7984230106005,87.60747594284265,6.729011873632523
2024-05-31 01:53:31.641042,2024,5,2,Retail,0.02899978779144783,216.15930047217554,65.77264911783767,4.600838982288268
2024-05-31 01:53:31.641042,2024,5,2,Technology,0.04549177091541039,233.33562356665004,62.538718060130584,7.098711419297443
2024-05-31 01:53:31.641042,2024,5,2,Healthcare,0.03250057425827206,450.0999952996773,83.56743018259866,3.2417727557379745
2024-05-31 01:53:31.641042,2024,5,2,Finance,0.023729345053297067,376.35097990169527,76.64420967122646,6.716774054151331
2024-05-31 01:53:31.641042,2024,5,2,Manufacturing,0.005187578590614687,277.72627795323694,65.00320255442227,3.3046783671711593
2024-06-30 01:53:31.641042,2024,6,2,Retail,0.02112910943174085,268.6228263242346,80.31358731317628,8.166865686306137
2024-06-30 01:53:31.641042,2024,6,2,Technology,0.04488645261172441,398.5062349571453,72.62291562405609,5.019916100954824
2024-06-30 01:53:31.641042,2024,6,2,Healthcare,0.02795666732857906,217.17586326988194,71.7389888623063,3.246676626698053
2024-06-30 01:53:31.641042,2024,6,2,Finance,0.023385497250695636,417.1731382779635,71.74320347078061,8.142652355098116
2024-06-30 01:53:31.641042,2024,6,2,Manufacturing,0.01867951427535749,67.71558764429753,72.08640653366908,8.301740019641036
2024-07-31 01:53:31.641042,2024,7,3,Retail,0.024303684888410528,325.1345850158679,74.25040660944921,5.301759908930291
2024-07-31 01:53:31.641042,2024,7,3,Technology,0.04363730426878578,149.8223886608875,80.49322287325771,6.322032059259676
2024-07-31 01:53:31.641042,2024,7,3,Healthcare,0.03937197958827231,417.9485018478115,60.799529239165125,8.94944295468979
2024-07-31 01:53:31.641042,2024,7,3,Finance,0.01960760153122168,380.2389056575477,84.11672342420336,4.76853421445941
2024-07-31 01:53:31.641042,2024,7,3,Manufacturing,0.011933226544925875,298.99147339017617,80.86908687717738,4.084404351674523
2024-08-31 01:53:31.641042,2024,8,3,Retail,0.02386053188762488,479.1431470619184,88.3282127716989,6.978382469946628
2024-08-31 01:53:31.641042,2024,8,3,Technology,0.05513287000068834,250.15613201237053,72.59608427014444,6.62001236825906
2024-08-31 01:53:31.641042,2024,8,3,Healthcare,0.030099758835932015,87.41634772108699,66.8637089919854,5.192428038190572
2024-08-31 01:53:31.641042,2024,8,3,Finance,0.014207929423772588,236.36932087090292,69.45468904671476,5.456577765821404
2024-08-31 01:53:31.641042,2024,8,3,Manufacturing,0.011552701463696921,386.92999501104214,62.353141155135,5.880696273995323
2024-09-30 01:53:31.641042,2024,9,3,Retail,0.011025811033919752,476.449591104492,69.40150159708824,7.7890514665461765
2024-09-30 01:53:31.641042,2024,9,3,Technology,0.05528200549062387,92.43619108803702,78.05062793953624,3.7989805364568334
2024-09-30 01:53:31.641042,2024,9,3,Healthcare,0.029118401305864742,244.6247173311689,68.11839948364846,5.212433088672876
2024-09-30 01:53:31.641042,2024,9,3,Finance,0.01625118551793649,74.03345809572143,66.48583752223887,3.2839050766373257
2024-09-30 01:53:31.641042,2024,9,3,Manufacturing,0.014597372660678495,399.1520313466746,81.53008555869216,8.941779855613127
2024-10-31 01:53:31.641042,2024,10,4,Retail,0.01882857343990562,97.99027906565668,67.17360901589674,4.803316611324389
2024-10-31 01:53:31.641042,2024,10,4,Technology,0.055781559263332205,418.9144147973022,84.6864329312191,3.5377790776897715
2024-10-31 01:53:31.641042,2024,10,4,Healthcare,0.037799053558720146,190.08297915111677,71.38560933447508,8.403721359845001
2024-10-31 01:53:31.641042,2024,10,4,Finance,0.02008444047594409,468.27420897193167,82.21322873939621,8.468338975390747
2024-10-31 01:53:31.641042,2024,10,4,Manufacturing,0.0011586549810472333,54.504822367990585,85.4572673416414,5.176983040893007
2024-11-30 01:53:31.641042,2024,11,4,Retail,0.03970282424710939,411.3817113847353,72.34610060563614,3.119828804905195
2024-11-30 01:53:31.641042,2024,11,4,Technology,0.05316828436565067,467.35016099076734,63.279741019322955,5.139696270319398
2024-11-30 01:53:31.641042,2024,11,4,Healthcare,0.02539327506927583,108.78936234717472,89.08089566014232,6.3218784585302465
2024-11-30 01:53:31.641042,2024,11,4,Finance,0.022130496752945865,427.13307878450814,66.04090476653414,5.1036479980544875
2024-11-30 01:53:31.641042,2024,11,4,Manufacturing,0.01095689066596344,357.10477299135255,65.7230757974501,7.642307980441986
2024-12-31 01:53:31.641042,2024,12,4,Retail,0.030907919467485397,262.6998424141131,71.43681612067188,6.456253209401892
2024-12-31 01:53:31.641042,2024,12,4,Technology,0.05157781768898407,304.6251189769922,82.74644070655842,4.025806906545462
2024-12-31 01:53:31.641042,2024,12,4,Healthcare,0.022770378429589826,139.546380702957,71.44720901922716,6.744667804940721
2024-12-31 01:53:31.641042,2024,12,4,Finance,0.02927499504466935,344.2589465552026,65.95799552112307,8.030039236926203
2024-12-31 01:53:31.641042,2024,12,4,Manufacturing,0.014189294351721393,265.9299049472346,74.64144331477254,3.240059978315214
2025-01-31 01:53:31.641042,2025,1,1,Retail,0.016563699969801657,195.84692746796415,60.025309072460544,8.350302097035167
2025-01-31 01:53:31.641042,2025,1,1,Technology,0.05997717390115632,409.73519760244255,88.78607966705472,5.553084701732102
2025-01-31 01:53:31.641042,2025,1,1,Healthcare,0.024564699974000376,50.02819569680405,72.55710404839695,4.984059056586007
2025-01-31 01:53:31.641042,2025,1,1,Finance,0.024352720956730668,59.90411288936604,76.58365836601085,3.0402078759171327
2025-01-31 01:53:31.641042,2025,1,1,Manufacturing,0.002536955268225725,478.6182145041476,74.14135188195624,3.7157588585439942
2025-02-28 01:53:31.641042,2025,2,1,Retail,0.01300753039361874,382.29517764589866,76.99912255550166,6.037062745502073
2025-02-28 01:53:31.641042,2025,2,1,Technology,0.04055646575635364,208.15633048426196,85.78922750515461,5.528649328050236
2025-02-28 01:53:31.641042,2025,2,1,Healthcare,0.03137659893659595,374.530147696015,72.58229912408686,8.744982499253332
2025-02-28 01:53:31.641042,2025,2,1,Finance,0.0237586618936262,477.9787291215722,63.15969830883627,5.247118901866113
2025-02-28 01:53:31.641042,2025,2,1,Manufacturing,0.0009547885672856835,142.86699848622757,66.04681933002026,4.026763750406255
2025-03-31 01:53:31.641042,2025,3,1,Retail,0.018679910823251968,323.6612158694907,60.973125818465384,4.652822403692271
2025-03-31 01:53:31.641042,2025,3,1,Technology,0.04344316026812277,72.11439471735804,88.60132050023317,8.789056090908126
2025-03-31 01:53:31.641042,2025,3,1,Healthcare,0.03899434654812076,302.60893382102904,83.91855619149045,7.741564031399842
2025-03-31 01:53:31.641042,2025,3,1,Finance,0.02221587877574471,388.7758059298751,69.35967951897504,5.453912575888269
2025-03-31 01:53:31.641042,2025,3,1,Manufacturing,0.0010879325079918116,445.0307087839411,64.84007625779236,8.327964740406424
2025-04-30 01:53:31.641042,2025,4,2,Retail,0.028937169622443158,495.47853601414505,62.622188043871425,4.244270730813961
2025-04-30 01:53:31.641042,2025,4,2,Technology,0.0412680006042198,206.00297833787877,70.74505829944584,5.718684558893193
2025-04-30 01:53:31.641042,2025,4,2,Healthcare,0.03148779458337054,184.03477717396248,84.72636884083063,4.649664269010094
2025-04-30 01:53:31.641042,2025,4,2,Finance,0.02955123140073436,361.2177725721411,78.10985660764247,8.614639171677215
2025-04-30 01:53:31.641042,2025,4,2,Manufacturing,0.013287429924067036,425.8584767964416,89.61091172915037,3.008829041182093
